TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionAmount_Scaled,AccountBalance_Scaled,TransactionFrequency,Cluster_KMeans,Distance,Potential_Fraud,KMeans_Fraud
TX000050,AC00471,22.01,2023-03-27 16:45:18,0,Sacramento,D000304,124.6.134.78,M055,Online,41,Engineer,175,1,1335.09,2024-11-04 08:06:31,-0.9441417862226509,-0.9689877314367137,6,2,34.667587390527096,False,Not Fraud
TX000051,AC00159,425.34,2023-02-13 16:59:39,0,Kansas City,D000661,139.23.212.102,M040,Online,69,Retired,121,1,3907.54,2024-11-04 08:07:07,0.43765473890521056,-0.30941323475834487,5,2,19.399073521111323,False,Not Fraud
TX000052,AC00482,424.56,2023-02-21 17:45:55,1,Omaha,D000598,179.43.245.131,M015,Online,51,Engineer,264,1,5183.85,2024-11-04 08:09:02,0.43498248221813124,0.017831814068870102,6,1,17.107881921821825,False,Not Fraud
TX000053,AC00115,85.43,2023-06-07 16:45:34,1,Virginia Beach,D000235,194.174.252.1,M078,Branch,67,Doctor,145,1,14904.9,2024-11-04 08:06:45,-0.7268667617424263,2.5103026729525246,3,2,6.156401466656763,False,Not Fraud
TX000054,AC00055,169.5,2023-09-07 16:51:27,1,San Diego,D000442,42.219.228.159,M036,Branch,28,Student,142,1,918.88,2024-11-04 08:08:58,-0.4388454544568306,-1.0757037030833945,5,2,2.307618228193484,False,Not Fraud
TX000055,AC00419,104.63,2023-03-29 17:47:16,1,Omaha,D000642,186.135.2.148,M095,ATM,62,Retired,90,1,4477.78,2024-11-04 08:10:42,-0.6610881355989335,-0.1632040719035283,3,0,35.00574811500874,False,Not Fraud
TX000056,AC00374,316.95,2023-08-04 17:53:40,1,Mesa,D000013,81.102.230.41,M052,Branch,25,Student,83,1,1324.03,2024-11-04 08:09:15,0.06631383850452403,-0.9718235081994352,6,0,27.87511003367017,False,Not Fraud
TX000057,AC00271,60.54,2023-12-14 17:52:37,0,Columbus,D000462,1.198.76.182,M095,Branch,57,Retired,52,1,3534.93,2024-11-04 08:09:57,-0.8121391578211521,-0.40495019493534623,5,0,3.458326488638359,False,Not Fraud
TX000058,AC00456,292.56,2023-03-03 17:37:41,0,Dallas,D000311,198.73.211.114,M075,Branch,68,Retired,61,1,4638.37,2024-11-04 08:07:49,-0.017245572518381578,-0.12202890098802778,11,0,7.611244226142524,False,Not Fraud
TX000059,AC00143,386.52,2023-06-09 16:18:15,1,Indianapolis,D000145,186.54.68.246,M064,Branch,48,Engineer,28,1,5630.61,2024-11-04 08:07:09,0.3046585791713361,0.13238078572469533,5,0,27.168570731307838,False,Not Fraud
TX000060,AC00427,112.07,2023-10-02 16:35:22,1,Kansas City,D000089,198.166.198.233,M064,Branch,23,Student,51,1,930.3,2024-11-04 08:11:37,-0.6355989179683301,-1.0727756225562444,9,0,5.178413885152624,False,Not Fraud
TX000061,AC00438,568.52,2023-10-06 18:44:37,1,Indianapolis,D000233,27.143.109.203,M094,ATM,46,Engineer,152,1,5499.91,2024-11-04 08:06:25,0.9281851394898614,0.09886939125022053,8,2,11.829272829518334,False,Not Fraud
TX000062,AC00002,263.99,2023-05-16 16:07:30,1,Dallas,D000285,7.146.35.122,M087,Branch,79,Retired,227,2,4175.02,2024-11-04 08:11:03,-0.11512553860794346,-0.2408315377879352,7,1,19.941301782238806,False,Not Fraud
TX000063,AC00425,349.64,2023-11-07 16:48:23,1,Las Vegas,D000516,9.230.41.239,M097,Online,48,Engineer,226,1,6651.62,2024-11-04 08:08:09,0.17830880145404376,0.3941670816113332,7,1,20.925675897898593,False,Not Fraud
TX000064,AC00325,601.4,2023-05-30 17:43:25,0,Philadelphia,D000548,125.225.212.244,M001,Branch,56,Engineer,104,1,8458.29,2024-11-04 08:08:01,1.0408310367605926,0.8573960873894472,5,2,36.4010123911934,False,Not Fraud
TX000065,AC00434,5.77,2023-11-02 16:01:40,1,Charlotte,D000461,155.164.18.235,M071,Online,50,Doctor,124,1,13988.12,2024-11-04 08:11:32,-0.9997795408356885,2.2752408808614075,7,2,16.572992809417332,False,Not Fraud
TX000066,AC00242,201.33,2023-03-29 17:00:31,0,Nashville,D000098,145.246.171.225,M003,Branch,42,Engineer,186,1,2585.07,2024-11-04 08:11:41,-0.3297968258033214,-0.6484936773800644,9,2,45.738231129883424,False,Not Fraud
TX000067,AC00319,298.42,2023-04-25 16:11:24,1,Indianapolis,D000435,92.214.76.157,M005,Branch,56,Retired,225,1,3014.75,2024-11-04 08:10:12,0.002830612335830326,-0.5383240065476822,5,1,21.93175007197825,False,Not Fraud
TX000068,AC00460,521.06,2023-04-18 18:40:47,1,Albuquerque,D000305,131.41.45.13,M063,Branch,25,Student,128,1,1951.42,2024-11-04 08:12:10,0.765588597991415,-0.8109611227415868,12,2,13.74421168843395,False,Not Fraud
TX000069,AC00461,117.28,2023-02-09 16:34:53,0,Austin,D000128,46.150.175.171,M057,Online,60,Engineer,16,1,3665.77,2024-11-04 08:07:11,-0.6177496136866844,-0.3714029045524825,3,0,39.27410707999083,False,Not Fraud
TX000070,AC00395,189.12,2023-11-13 16:42:28,0,Indianapolis,D000684,125.89.163.224,M040,Branch,32,Engineer,103,1,977.01,2024-11-04 08:08:42,-0.3716279208664489,-1.0607992091216405,3,2,37.50658443203951,False,Not Fraud
TX000071,AC00217,133.55,2023-07-18 16:12:00,1,Atlanta,D000201,40.226.196.34,M091,ATM,44,Engineer,220,1,3846.28,2024-11-04 08:10:18,-0.5620090799702975,-0.3251202586719357,6,1,26.906801080915344,False,Not Fraud
TX000072,AC00053,143.21,2023-01-13 17:00:16,1,Dallas,D000410,65.164.3.100,M066,Online,35,Engineer,135,1,6374.82,2024-11-04 08:09:26,-0.5289142086918527,0.3231957427396068,7,2,5.475585159344554,False,Not Fraud
TX000073,AC00282,24.77,2023-07-04 18:20:33,1,Boston,D000180,9.230.41.239,M070,ATM,62,Retired,55,1,5866.01,2024-11-04 08:12:15,-0.9346861087145238,0.19273719168713907,6,0,0.9624628091046982,False,Not Fraud
TX000074,AC00110,233.92,2023-10-20 16:54:28,0,Jacksonville,D000295,152.140.239.181,M046,Online,26,Student,280,1,6537.62,2024-11-04 08:08:45,-0.2181444598649658,0.3649375562089603,8,1,33.160624312992475,False,Not Fraud
TX000075,AC00265,1212.51,2023-10-04 16:36:29,1,Indianapolis,D000231,193.83.0.183,M036,Branch,20,Student,24,1,605.95,2024-11-04 08:06:51,3.134475631685065,-1.155938750312908,9,0,31.45251727743977,False,Not Fraud
TX000076,AC00239,232.12,2023-12-28 17:31:03,1,Omaha,D000073,156.173.170.140,M066,ATM,37,Engineer,51,1,6689.87,2024-11-04 08:09:17,-0.2243112060659182,0.40397435658186615,5,0,4.32336486060932,False,Not Fraud
TX000077,AC00007,162.63,2023-06-12 17:53:52,1,Kansas City,D000070,60.153.124.80,M060,Online,22,Student,113,1,634.17,2024-11-04 08:08:22,-0.4623818691237991,-1.1487031607790925,5,2,27.412242739835552,False,Not Fraud
TX000078,AC00022,91.53,2023-03-13 16:32:12,1,Milwaukee,D000363,94.37.250.128,M095,Branch,44,Doctor,69,1,14676.05,2024-11-04 08:11:36,-0.7059683440614207,2.4516256827039893,4,0,14.255403751780982,False,Not Fraud
TX000079,AC00464,120.29,2023-12-18 18:46:27,1,Miami,D000561,162.198.218.92,M045,Branch,19,Student,77,1,1362.39,2024-11-04 08:06:50,-0.6074374436506471,-0.9619880293008822,8,0,21.965138270462557,False,Not Fraud
TX000080,AC00014,174.25,2023-07-17 18:54:31,1,Seattle,D000375,130.92.201.49,M032,Online,50,Doctor,67,1,10528.34,2024-11-04 08:10:29,-0.4225720964265394,1.3881555528208673,9,0,12.28521264814892,False,Not Fraud
TX000081,AC00406,183.71,2023-06-19 18:22:10,1,Denver,D000488,86.103.2.29,M074,ATM,38,Engineer,102,1,552.52,2024-11-04 08:09:51,-0.3901624191704226,-1.169638167350178,1,2,38.71829429054019,False,Not Fraud
TX000082,AC00445,345.39,2023-10-23 17:13:57,0,Phoenix,D000097,131.41.45.13,M081,Online,58,Engineer,80,1,6451.96,2024-11-04 08:08:16,0.16374842847957272,0.34297438826187915,5,0,24.887902522191197,False,Not Fraud
TX000083,AC00236,922.55,2023-01-23 16:32:48,1,Detroit,D000206,21.97.154.92,M004,ATM,63,Retired,87,1,4715.84,2024-11-04 08:11:07,2.1410813381138585,-0.10216564368169591,6,0,31.93215628557386,False,Not Fraud
TX000084,AC00220,259.91,2023-11-06 16:34:10,1,Denver,D000616,36.13.239.172,M028,Online,49,Doctor,170,1,7176.86,2024-11-04 08:09:38,-0.12910349666343562,0.5288382739125815,6,2,29.64462729131988,False,Not Fraud
TX000085,AC00140,154.71,2023-07-03 16:40:24,1,San Diego,D000494,167.104.180.235,M030,Online,34,Doctor,157,1,1523.72,2024-11-04 08:09:42,-0.48951555240798983,-0.920623122869612,7,2,16.699141754796784,False,Not Fraud
TX000086,AC00098,1340.19,2023-09-29 17:22:10,0,Austin,D000574,165.114.224.47,M012,Online,54,Engineer,30,1,8654.28,2024-11-04 08:06:53,3.571903495539292,0.9076477951404213,5,0,25.440495924933053,False,Not Fraud
TX000087,AC00303,24.56,2023-10-20 17:27:35,1,Mesa,D000428,16.131.3.140,M033,Branch,64,Doctor,69,1,9869.93,2024-11-04 08:12:05,-0.9354055624379682,1.219339659661426,6,0,13.944234399418486,False,Not Fraud
TX000088,AC00373,568.07,2023-08-28 17:03:53,1,Washington,D000018,8.243.4.138,M054,ATM,48,Doctor,115,1,10556.81,2024-11-04 08:07:32,0.9266434529396235,1.3954552421910913,9,2,25.57959698006513,False,Not Fraud
TX000089,AC00438,9.61,2023-06-22 18:37:29,0,San Diego,D000453,132.127.5.187,M043,Online,58,Doctor,179,1,12883.91,2024-11-04 08:09:10,-0.9866238156069899,1.99212215941795,8,2,38.75020304400551,False,Not Fraud
TX000090,AC00437,392.96,2023-11-20 16:28:09,1,Kansas City,D000141,186.54.68.246,M022,Online,24,Student,100,1,791.65,2024-11-04 08:08:38,0.3267218266902993,-1.1083253918285165,4,2,40.432001272921404,False,Not Fraud
TX000091,AC00106,716.93,2023-09-14 16:49:33,0,Milwaukee,D000322,101.223.82.253,M052,Online,60,Retired,34,1,4064.02,2024-11-04 08:08:12,1.4366333637583906,-0.2692918651534036,6,0,21.194514206013135,False,Not Fraud
TX000092,AC00310,223.85,2023-10-02 16:36:10,1,Kansas City,D000481,133.223.159.151,M009,ATM,53,Engineer,55,4,2929.91,2024-11-04 08:08:01,-0.2526439788891831,-0.5600769270313429,7,0,3.0783245403995902,False,Not Fraud
TX000093,AC00149,230.66,2023-03-27 18:16:04,1,Houston,D000526,60.43.160.195,M049,Branch,21,Student,135,1,618.05,2024-11-04 08:10:44,-0.229313122428913,-1.1528363182307262,6,2,5.4960110240528754,False,Not Fraud
TX000094,AC00373,442.12,2023-12-21 16:37:03,1,Los Angeles,D000645,168.36.49.167,M047,Online,19,Student,260,1,1375.8,2024-11-04 08:08:21,0.49514251737853404,-0.9585497140759189,9,1,13.471800776315177,False,Not Fraud
TX000095,AC00425,644.17,2023-03-02 16:05:09,1,San Antonio,D000178,165.38.56.205,M093,ATM,29,Engineer,72,1,1143.52,2024-11-04 08:08:04,1.1873597784354462,-1.0181061540799818,7,0,16.95308133749681,False,Not Fraud
TX000096,AC00010,508.68,2023-06-26 16:16:50,0,Mesa,D000622,193.108.17.115,M048,Branch,51,Engineer,127,1,7708.41,2024-11-04 08:09:32,0.723175088009309,0.6651273460847859,7,2,13.425331581379691,False,Not Fraud
TX000097,AC00348,858.63,2023-04-18 17:27:23,0,San Francisco,D000019,175.230.206.232,M002,Branch,27,Student,185,1,1872.96,2024-11-04 08:10:47,1.9220933285778141,-0.8310782154000972,4,2,44.7366890654542,False,Not Fraud
TX000098,AC00011,25.36,2023-07-17 17:08:24,1,Louisville,D000192,62.152.134.92,M007,ATM,57,Engineer,78,1,201.04,2024-11-04 08:11:05,-0.932664786348656,-1.2597574093539148,7,0,22.9260824626047,False,Not Fraud
TX000099,AC00453,147.62,2023-09-01 17:26:02,1,Charlotte,D000093,149.84.108.18,M028,Branch,71,Retired,133,1,2115.8,2024-11-04 08:07:22,-0.5138056804995192,-0.7688141983061302,9,2,7.972301106847326,False,Not Fraud
TX000100,AC00178,115.02,2023-09-11 16:19:04,1,San Antonio,D000528,134.222.122.238,M004,Branch,37,Doctor,175,1,7643.66,2024-11-04 08:08:38,-0.6254923061389914,0.6485254884549293,5,2,34.66885965206189,False,Not Fraud
TX000101,AC00265,383.37,2023-01-24 17:23:56,1,Fort Worth,D000321,18.72.115.111,M066,Branch,30,Engineer,24,1,8901.93,2024-11-04 08:11:07,0.2938667733196694,0.9711450930868917,9,0,31.29014631960678,False,Not Fraud
TX000102,AC00018,98.54,2023-08-11 16:18:46,0,El Paso,D000528,34.125.226.63,M095,Online,20,Student,167,1,9383.43,2024-11-04 08:10:02,-0.6819522935788226,1.0946013780100716,3,2,26.849899647361436,False,Not Fraud
TX000103,AC00075,83.24,2023-10-16 18:35:11,0,Fort Worth,D000607,21.28.32.1,M009,Branch,55,Doctor,164,1,1181.31,2024-11-04 08:10:52,-0.7343696362869184,-1.008416822808441,5,2,23.699773728045383,False,Not Fraud
TX000104,AC00464,196.16,2023-02-24 16:29:23,1,Virginia Beach,D000164,204.34.243.93,M099,Branch,27,Engineer,146,1,9418.86,2024-11-04 08:08:32,-0.34750909128050156,1.1036856068259144,8,2,6.0639222131440675,False,Not Fraud
TX000105,AC00170,129.94,2023-01-02 16:36:02,1,Las Vegas,D000647,111.226.226.202,M045,ATM,32,Engineer,235,1,7954.92,2024-11-04 08:06:35,-0.5743768320733188,0.7283323487772326,7,1,11.972084937152065,False,Not Fraud
TX000106,AC00235,306.9,2023-11-30 16:31:03,1,Colorado Springs,D000078,96.115.67.230,M047,Online,46,Engineer,51,1,9418.08,2024-11-04 08:10:48,0.0318828388825395,1.1034856153363193,7,0,4.377577972282741,False,Not Fraud
TX000107,AC00013,114.98,2023-11-01 16:52:01,1,Seattle,D000182,115.218.48.83,M032,Online,59,Retired,80,1,6144.68,2024-11-04 08:09:24,-0.6256293449434569,0.2641879973352026,8,0,24.93646005607786,False,Not Fraud
TX000108,AC00397,756.59,2023-03-06 16:47:02,1,Sacramento,D000028,174.61.77.54,M012,Branch,27,Student,17,1,420.65,2024-11-04 08:11:40,1.572507338386043,-1.2034495490590456,7,0,38.20344591125154,False,Not Fraud
TX000109,AC00423,503.76,2023-11-27 18:32:49,1,Los Angeles,D000518,216.151.64.40,M083,Online,22,Student,35,1,447.82,2024-11-04 08:09:22,0.7063193150600389,-1.1964831788381467,6,0,20.19031556372366,False,Not Fraud
TX000110,AC00154,143.03,2023-07-31 16:37:46,1,San Antonio,D000469,197.162.55.147,M055,ATM,63,Retired,147,1,7981.45,2024-11-04 08:10:42,-0.529530883311948,0.7351346234169251,5,2,6.791613609976552,False,Not Fraud
TX000111,AC00068,1045.22,2023-11-22 16:13:39,1,Columbus,D000400,77.7.223.184,M077,ATM,53,Retired,73,1,1829.9,2024-11-04 08:07:35,2.561345091708768,-0.8421187712231337,4,0,18.189972707316382,False,Not Fraud
TX000112,AC00318,245.54,2023-03-21 16:29:31,1,New York,D000536,44.197.126.59,M089,ATM,25,Student,180,1,985.06,2024-11-04 08:10:26,-0.1783346871677061,-1.0587351943892802,5,2,39.66989730484923,False,Not Fraud
